description,name,price,url
"B-Stock, Suhr Classic T Paulownia TG Trans Gray LTD, Limited 2020, t-style, 2-piece alder body, roasted maple neck, roasted maple fretboard, Even C Medium neck profile, 648 mm scale, 10""-14"" frets, 22x medium stainless steel frets, dot fretboard inlays, 2x Classic T single coil pickups, 1-ply black satin pickguard, Wilkinson 3 Saddle Classic T Bridge, Suhr locking tuners, chrome hardware, colour: trans gray, incl. hardshell tweed case, B-Stock with full warranty, may have slight traces of use",Suhr Classic T Paulownia TG B-Stock,"€2,999",https://www.thomann.de/ie/suhr_classic_t_paulownia_tg_b_stock.htm
Body: Alder. Neck: Flamed maple. Fretboard: Rosewood. 21 Frets. Fretboard radius: 184 mm. Scale: 648 mm. Pickups: 2x Van Zandt True Vintage single coils. Controls: 1x Volume and 1x Tone. 3-Way switch. Maybach T-bridge made by T-Tune Custom. Machine heads: Vintage style Gotoh SDS-510. Hardware: Aged nickel. Nitrocellulose lacquer. Colour: Black aged. Includes case. Made in Europe. Electric Guitar,Maybach Teleman T61 Black ACS,"€2,299",https://www.thomann.de/ie/maybach_teleman_t61_black_acs.htm
Body: Alder. Neck: Flamed maple. Fretboard: Rosewood. 21 Frets. Fretboard radius: 7.25. Scale: 648 mm. Pickup: 2 Van Zandt True Vintage single coils. 1 Volume control and 1 tone control. 3-Way switch. Maybach T-bridge custom made by T-Tune. Vintage-style Gotoh SDS-510 machine heads. Aged nickel hardware. Nitrocellulose lacquer finish. Finish: Aged. Colour: Lake Placid Blue. Case included. Made in Europe. Electric Guitar,Maybach Teleman T61 LPB ACS,"€2,299",https://www.thomann.de/ie/maybach_teleman_t61_lpb_acs.htm
"Schecter PT Van Nuys Gloss Natural Ash; T-Style Electric Guitar; Body: Ash; Neck: Roasted Maple; Fingerboard: Roasted Maple; Neck Mount: Bolt-On; Neck Shape: Thin C; 22 X-Jumbo frets; Nut: Graph Tech XL Black Tusq; Nut Width: 42 mm (1,65""); Scale: 648 mm (25,5""); Fingerbard Radius: 356 mm (14""); Thickness at 1st Fret: 20 mm (0,79""); Thickness at 12th Fret: 22 mm (0,87""); Pickups: Schecter USA SuperRock Vintage (Bridge), Schecter USA SuperRock Vintage (Neck); Controls: Volume, Tone; Switch: 5-Way; Tremolo: Diamond Vintage Tremolo; Hardware Finish: Chrome; Tuners: Schecter Locking; Colour: Gloss Natural Ash; Stock Strings: Ernie Ball Regular Slinky #2221 (.010-.046)",Schecter PT Van Nuys Gloss Natu B-Stock,€949,https://www.thomann.de/ie/schecter_pt_van_nuys_gloss_natu_b_stock.htm
"Xotique Custom Series. Alder body. Spalted maple top. Roasted Master Grade flamed maple neck. Rosewood fretboard. Modern ""C"" neck profile. Dot inlays. 22x Jesca medium jumbo frets. Bone nut. Nut width: 42.8 mm (1.69""). Scale length: 648 mm. Fretboard radius: 12"". Black body binding. Raw Vintage USA RV-TE pickup set. Controls: 1 x Volume, 1 x tone. Switch: 3-Way. Xotic custom bridge with Raw vintage brass saddle. Hardware surface: Nickel. Machine heads: Gotoh Locking Vintage. Includes case. Colour: Natrual. Made in USA. Serial number: # 2262. Electric Guitar",Xotic Guitars Xotique XTC Spalted Maple Aged,"€4,199",https://www.thomann.de/ie/xotic_guitars_xotique_xtc_spalted_maple_aged.htm
"Xotique Custom Series. Alder body. Master Grade flamed roasted maple neck. Rosewood fretboard (Dalbergia Latifolia). Modern ""C"" neck profile. Dot inlays. 22x Jesca Tall-Narrow frets. Bone nut. Nut width: 42.8 mm (1.69""). Sscale length: 648 mm. Fretboard radius: 12"". Matching headstock (black). Raw Vintage USA RV-TE pickup set. 3-Ply black pickguard. Controls: 1 x volume, 1 x tone. Switches: 3-way. Xotic Custom bridge with Raw Vintage brass tabs. Hardware finish: Gold. Tuners: Gotoh Locking Vintage. Includes case. Colour: Daphne Blue Top Black Back. Made in USA. Serial number: #2264. Electric Guitar",Xotic Guitars Xotique XTC Daphne Blue Aged,"€3,899",https://www.thomann.de/ie/xotic_guitars_xotique_xtc_daphne_blue_aged.htm
"Xotique Custom Series. Korina body (Terminalia superba). Korina neck (Terminalia superba). Ebony fretboard (diospyros crassiflora). Modern ""C"" neck profile. Dot inlays. 22 x Jesca medium jumbo frets. Bone nut. Nut width: 42,8 mm (1.69""). Scale length: 648 mm (1.69""). Fretboard radius: 9.5"". Matching headstock (black). Black body binding. Raw Vintage USA RV-TE pickup set. Controls: 1x Volume, 1x Tone. Switches: 3-Way. Xotic Custom bridge with Raw Vintage brass tabs. Hardware finish: Nickel. Machine heads: Gotoh Locking Vintage. Includes case. Colour: Vintage Yellow. Made in USA. Serial number: #2262. Electric Guitar",Xotic Guitars Xotique XTC Korina Wood,"€4,199",https://www.thomann.de/ie/xotic_guitars_xotique_xtc_korina_wood.htm
"Xotique Custom series. Alder body. Flamed maple top. Roasted Master Grade flamed maple neck. Rosewood fretboard. Modern ""C"" neck profile. Dot inlays. 22 x Jesca medium jumbo frets. Bone nut. Nut width: 42.8 mm (1.69""). Scale length: 648 mm. Fretboard radius: 12"". Natural body binding. Raw Vintage USA RV-TE pickup set. Controls: 1 x Volume, 1 x tone. Switch: 3-Way. Xotic custom bridge with Raw vintage brass saddle. Hardware surface: Gold. Machine heads: Gotoh Locking Vintage. Includes case. Colour: Tiger Eye. Made in USA. Serial number: #2265. Electric Guitar",Xotic Guitars Xotique XTC Tiger Eye,"€4,199",https://www.thomann.de/ie/xotic_guitars_xotique_xtc_tiger_eye.htm
music2me Guitar Subscription 6 Mon. BDL. Bundle offer comprising:,Harley Benton TE-30 BE Standard Serie Bundle,€149,https://www.thomann.de/ie/harley_benton_te_30_be_standard_serie_bundle.htm
"Body: Pine. Neck and fretboard: Maple. 21 Frets. Fretboard radius: 7.25"". Scale: 648 mm. Pickups: 2 Amber Single Coils. 1 x Volume and 1 x tone control. 3-Way switch. Single-ply black pickguard. Vintage style Gotoh SDS-510 machine heads. Aged nickel hardware. Nitrocellulose lacquer. Finish: Aged. Colour: Caddy Blue. Includes case. Made in Europe. Electric Guitar",Maybach Teleman T54 Caddy Blue,"€1,777",https://www.thomann.de/ie/maybach_teleman_t54_caddy_blue.htm
Body: Pine. Neck and fretboard: Maple. 21 Frets. Radius: 7.25''. Scale: 648 mm. Pickups: 2 Amber single coils. 1 Volume and 1 tone control. 3-Way switch. Hardware: Aged nickel. Vintage style Gotoh SDS-510 machine heads. 1-Ply black pickguard. Colour: Nitrocellulose Miami Green aged. Incl. case. Made in Europe. Electric Guitar,Maybach Teleman T54 Miami Green,"€1,777",https://www.thomann.de/ie/maybach_teleman_t54_miami_green.htm
"Fender 1954 Telecaster Surf Pearl Heavy Relic MBKM, electric guitar, custom shop, masterbuilt by Kyle McMillin, selected ash body, medium tint quartersawn maple neck, maple fretboard, large ""C"" neck shape (875""-.950""), 7.25""-9,5"" radius, 21x 6105 frets, handwound crushed blackguard bridge and nocaster neck pickup, 1-ply black pickguard, modern wiring, finish surf pearl, incl. case and certificate",Fender 54 Tele Surf Pearl Heavy MBKM,"€7,099",https://www.thomann.de/ie/fender_54_tele_surf_pearl_heavy_mbkm.htm
"Fender 64 Tele HS Graffity Yellow Heavy Relic, electric guitar, custom shop, alder body, dark tinted quartersawn maple neck, rosewood fretboard (dalbergia latifolia), 10/56 ""V"" shape (.880""-.980""), 9,5"" radius, 21x 6105 frets, bone nut, 648 mm scale, handwound ´63 bridge pickup, seymour duncan antiquity zebra humbucker neck pickup, 3-ply parchment pickguard, H-S tele dual-stack 250/500k wiring, vintage tele bridge /w steel saddles, sperzel tuner /w pearloid tuner buttons, nickel hardware, incl. strap, certificate & case, color: grafitty yellow, made in USA,",Fender 64 Tele HS GFY Heavy Relic,"€4,090",https://www.thomann.de/ie/fender_64_tele_hs_gfy_heavy_relic.htm
"Fender 67 Telecaster PM Purple Metallic RW Heavy Relic, Alder Body, quartersawn maple neck, round-lam rosewood fretboard (dalbergia latifolia) mid 60's oval ""C"" shape (.850""-.920""), 9.5"" Radius, 6105 Frets, 2x handwound twisted tele pickups, modern tele wiring, tone saver/trebel bleed circuit, 3 way switch, 3-ply parchment pickguard, vintage hardware, bone nut, 70s fender/schaller tuner, color: Purple Metallic (nitro finish), incl. case, cable & certificate, made in USA,",Fender 67 Tele Purple RW Heavy Relic,"€3,885",https://www.thomann.de/ie/fender_67_tele_purple_rw_heavy_relic.htm
"Fender 52 Telecaster HS BB Butterscotch Blonde Heavy Relic, custom shop, electric guitar, ash body, one piece quartersawn maple neck (dark tint), maple fretboard, ´52 ""U"" neck shape, 9.5"" radius, 21x vintage Upgrade frets, 648 mm scale, handwound josefina 51 nocaster bridge pickup, seymour duncan antiquity humbucker neck pickup, 1x ply phenolic black pickguard, H-S tele wiring, dual stack volume pot (500k/250k), 52 Tele bridge with compensated brass saddles, Kluson tuning machines, nickel hardware, colour: butterscotch blonde, incl. tweed case & certificate, made in USA",Fender 52 Tele HS BB Heavy Relic,"€4,090",https://www.thomann.de/ie/fender_52_tele_hs_bb_heavy_relic.htm
"Prestige series. Body: Ash. Neck: Roasted S-TECH WOOD Maple. Fretboard: Roasted S-TECH WOOD maple. Neck attachment: Bolt-on. Neck Shape: AZ Oval C. Inlays: Black Dots. 22 Jumbo stainless steel frets. Nut: Bone. Nut width: 42 mm (1.65""). Scale length: 648 mm (25.51""). Fretboard radius: 305 mm (12.01""). Neck thickness at 1st fret: 21 mm. Neck thickness at 12th fret: 23 mm. Pickguard: Cream. Pickups: Seymour Duncan Alnico II Pro Custom Single-Coil (bridge), Seymour Duncan Magic Touch -Mini humbucker (neck). Controls: Volume, tone, old switch. Switch: 3-way. Bridge: Gotoh F1803. Hardware surface: Chrome. Machine heads: Gotoh Magnum Lock. Includes case. Colour: Prussian Blue Metallic. Strings: .010 - .046. Made in Japan. AZS Electric Guitar",Ibanez AZS2209H-PBM Prestige,"€1,980",https://www.thomann.de/ie/ibanez_azs2209h_pbm_prestige.htm
"Master built by Dale Wilson. NAMM 2020. Custom Shop. Body: Alder. Neck: Quarter-sawn maple. Fretboard: Maple. Neck profile: 10/56 ""V"" (.880"" - .980"") shape. Frets: 21x Dunlop 6105 medium jumbo. Fretboard radius: 241 mm (9.5""). Nut width: 42 mm. Scale: 648 mm. Pickups: Hand-wound '63 Tele set. Pickguard: Eggshell white. Circuit: Present Day Tele. Controls: 1x Volume, 1x Tone. 3-Way switch. Original vintage-style Tele bridge. Fender/Gotoh Vintage style machine heads. Nickel hardware. Colour: Aged ice blue metallic. Includes Custom Shop case, strap, and certificate. Electric Guitar",Fender 57 Tele IBM Heavy Relic MBDW,"€7,666",https://www.thomann.de/ie/fender_57_tele_ibm_heavy_relic_mbdw.htm
"T-Style. 2-Piece paulownia body. Roasted maple neck. Roasted fretboard. Even C medium neck profile. 10""-14"" Compound radius. 648 mm Scale. 22 x Medium stainless steel frets. Dot inlays. 2 x Classic T single coil Pickup. SSC Silent Single Coil System. 1-Ply black satin pickguard. Wilkinson 3 Saddle Classic T Bridge. Suhr Locking machine heads. Chrome hardware. Colour: Trans Shell Pink. Includes tweed case. Electric Guitar",Suhr Classic T Paulownia TSP LTD,"€3,499",https://www.thomann.de/ie/suhr_classic_t_paulownia_tsp_ltd.htm
"Fender 1963 Telecaster Faded/Aged Lake Placid Blue Heavy Relic MBGF, Masterbuilt by Greg Fessler, custom shop, electric guitar, selected alder body, quartersawn maple neck, round lam dark rosewood fretboard (dalbergia latifolia), ´60s style oval ""C"" (.820""-890"") neckshape, 9.5"" radius, 21x 6105 medium jumbo frets, 648 mm scale, 2x handwound ´63 tele single coil pickups, 4-ply tortoise pickguard, 3-way switch, modern tele wiring, 1x volume, 1x tone knob, vintage tele bridge, vintage tuner, nickel hardware, color: faded aged lake placid blue, incl. case, certificate of authenticity, made in usa",Fender 63 Tele ALPB Relic MBGF,"€7,444",https://www.thomann.de/ie/fender_63_tele_alpb_relic_mbgf.htm
"Body: Alder. Neck: Maple. Fretboard: Maple. Neck shape: C. 22 Narrow tall frets. Nut width: 42 mm. Scale: 648 mm. Pickups: 1 Vintage Noiseless Tele (bridge), 1 Vintage Noiseless Strat (middle) and 1 Vintage Noiseless Tele (neck) single coil. 5-way switch. Standard Tele bridge with string-thru body. Colour: White Blonde. Incl. Gigbag. Made in Mexico. Electric Guitar",Fender Deluxe Nashville Tele  B-Stock,€848,https://www.thomann.de/ie/fender_deluxe_nashville_teleb_stock_8.htm
"Fender Elite Tele QMT Saphirre Blue NOS, e-guitar, lightweight alder body, AAA quilted maple top, roasted AAA flamed maple neck, rosated AAA-flamed maple fretboard, 10/56 soft ""V"" neck shape, pearl white dot inlays, 9.5"" radius, 648 mm scale, 22x 6105 frets, 2x Twisted Tele singlecoil pickups, 3 way toggle switch, modern wiring, pickguard, RSD tele bridge, deluxe tuner with pearloid buttons, color: saphirre blue transparent, incl. original Fender case, cabel & certificate, made in USA",Fender Elite Tele QMT Saphirre NOS,"€5,399",https://www.thomann.de/ie/fender_elite_tele_qmt_saphirre_nos_525715.htm
"Masterbuilt by Dale Wilson. Custom shop. Selected ash body. Quartersawn maple neck. Maple fretboard. ´52 style ""U"" .950""-. 990"" neck profile. 21x 6105 Frets. 7"" Radius. 1x Hand-wound broadcaster bridge pickup. 3-Way switch. Full Throttle Esquire wiring. Single-ply black phenolic pickguard. Vintage hardware. Bone nut. String tree. Colour: Smoked Nocaster Blonde. Includes case & certificate. Electric Guitar",Fender 53 Esquire SNB HeavyRelic MBDW,"€7,899",https://www.thomann.de/ie/fender_53_esquire_snb_heavyrelic_mbdw.htm
"California Classic series. Ash body. One-piece flat-sawn maple neck and fretboard. Asymmetrical medium ""C"" neck profile. Dot inlays. 22x Jescar 55090 tall narrow frets. Bone nut. Nut width: 42.8 mm (1.69""). Scale: 648 mm (25.51""). Fretboard radius: 184 mm (7.25""). Raw Vintage RV-TE-B-AH bridge and RV-TE-N-AH pickup. 1-Ply black pickguard. Controls: 1x Volume, 1x Tone. Switch: 3-Way. Xotic Custom bridge with raw vintage brass saddles. Hardware finish: Chrome. Machine heads: Gotoh locking vintage. Includes case. Colour: Butterscotch Blonde. Made in the USA. Electric Guitar",Xotic Guitars XTC-AH2 Allen Hinds BB,"€3,799",https://www.thomann.de/ie/xotic_guitars_xtc_ah2_allen_hinds_bb.htm
"Custom Shop. Masterbuild by Jason Smith. Selected 2-piece ash body. One-piece quartersawn maple neck (dark tint). Maple fretboard. Mid 60s oval ""C"" neck profile. Matching headstock. 648 mm scale. 21 x Jescar 6105 frets. 9.5""-12"" Compound radius. 2 x EVH Frankenstein humbuckers. 3-Ply parchment pickguard. 3-Way switch. 1 x Colume control. 1 x Tone control. Floyd Rose tremolo. Kluson style machine heads. Floyd Rose locking nut. Chrome / nickel hardware. Colour: Sea Foam Pearl. Includes case, cable, strap & certificate. Electric Guitar",Fender 50s Tele HH Floyd SFP MBJS,"€7,666",https://www.thomann.de/ie/fender_50s_tele_hh_floyd_sfp_mbjs.htm
"Alder body. Roasted maple neck. Roasted maple fretboard. Medium ""C"" neck profile. 21x SS jumbo frets. 12"" Fretboard radius. Black block inlays. 2 x LSL humbucker pickups. Black pickguard. Volume (push / pull for coil split) and Tone control. Hipshot bridge. Modern Locking tuner. Finish: Vintage White. Nitrocellulose lacquer. Includes case. Made in USA. Electric Guitar",LSL Bad Bone Block Vintage White,"€3,269",https://www.thomann.de/ie/lsl_bad_bone_block_vintage_white.htm
"Roasted Eastern Pine body (Pinus Strobos). Roasted maple neck. Rosewood fretboard. Medium ""C"" neck profile. Top body binding. 21 x 6105 Frets. 9.5"" Fretboard radius. 2 x LSL standard pickups. Volume and tone control. LSL standard bridge. Mint green pickguard. Vintage tuner. Finish: 3 Tone Sunburst. Includes case. Made in USA. Electric Guitar",LSL T Bone Roasted Pine 3TSB Ltd,"€3,333",https://www.thomann.de/ie/lsl_t_bone_roasted_pine_3tsb_ltd.htm
"Roasted Eastern Pine body (Pinus Strobos). Roasted flamed maple neck. Roasted flamed maple fretboard. Medium ""C"" neck profile. 21x 6105 frets. 9.5"" Fretboard radius. 2 x LSL standard pickups. Volume and tone controls. LSL Standard bridge. Mint Green pickguard. Vintage tuner. Finish: Metallic Grey. Includes case. Made in USA. Electric Guitar",LSL T Bone Roasted Pine Grey Ltd,"€3,333",https://www.thomann.de/ie/lsl_t_bone_roasted_pine_grey_ltd.htm
"Body: Swamp ash. Neck: AAA Roasted maple burl. Fretboard: AAA Roasted maple burl. Neck profile: Even C medium. Fretboard radius: Compound 229 - 305 mm (9"" - 12""). Scale: 648 mm. Frets: 22x Heavy stainless steel (.051"" x .108""). Inlays: Dots. Top bound body. Matching headstock. Pickups: 2x Mateus Asato Classic T. Pickguard: 1-Ply Bakelite gloss. Bridge: Wilkinson 3 Saddle Classic T. Machine heads: Suhr locking. Hardware: Gold. Colour: Black. Includes Tweed case. Made in the USA. Electric Guitar",Suhr Mateus Asato Classic T MN BK,"€4,099",https://www.thomann.de/ie/suhr_mateus_asato_classic_t_mn_bk.htm
"Fender 1968 Tele Black Paisley Relic, Spring Event 2021,Custom Shop, electric guitar, alder body, riftsawn maple neck, round lam maple fretboard, ´60s oval ""C"" neck shape (.850""-.920""), 7.25""-9.5"" radius, 21x 6105 frets, scale 648 mm, nut at width 41,8mm, Custom Shop ´67  tele bridge pickup, twisted tele neck pickup, clear pickguard, modern tele wiring, 3-way switch, Vintage tele bridge, nickel hardware, schaller f-style tuners, finish black paisley, incl. case and certificate, made in USA",Fender 68 Tele Black Paisley Relic,"€4,899",https://www.thomann.de/ie/fender_68_tele_black_paisley_relic.htm
"One series. Body: Alder. Neck: Roasted maple (satin). Fretboard: Rosewood (Dalbergia latifolia). Neck profile: Medium ""C"". Frets: 21x 6105. Fretboard radius: 241 mm (9.5""). Pickups: LSL hand-wound (bridge) and LSL humbucker (neck). Controls: Volume & Tone. Bridge: LSL Standard. Pickguard: Mint green. Vintage tuners. Finish: Desoto blue. Includes case. Made in the USA. Serial number: 5082. Electric Guitar",LSL T Bone One Desoto Blue Aged,"€2,499",https://www.thomann.de/ie/lsl_t_bone_one_desoto_blue_aged.htm
"Custom Shop model. Body: Alder. Neck: Quarter-sawn maple. Fretboard: Rosewood (Dalbergia latifolia). Neck profile: '60s Style oval ""C"" (.820"" - .890""). Fretboard radius: 184 mm (7.25""). Frets: 21x 6105 Narrow tall. Scale: 648 mm. Pickups: 2x Hand-wound '63 Tele single coils. Pickguard: 3-Ply parchment. 3-Way toggle switch. Modern Tele wiring. Vintage hardware. Colour: Chocolate 3-tone sunburst. Includes case and certificate of authenticity. Made in the USA. Electric Guitar",Fender 63 Tele Chocolate 3TSB NOS,"€3,444",https://www.thomann.de/ie/fender_63_tele_chocolate_3tsb_nos.htm
"Fender Tele Blackguard Thinline Aged Nocaster Blonde Relic, Spring EVENT 2021, electric guitar, custom shop, ash body with f-hole, AA-flamed maple neck, AA-flamed maple fretboard, 1950 Blackguard neck shape (.940""-970""), 21x medium vintage frets, scale 648 mm, 7.25""-9.5"" radius, Custom Shop handwound ´50/´51 Blackguard single coil pickup set, 1-ply black pheolic thinline pickguard, 51´modified nocaster wiring, 3-way switch, vintage tele bridge with brass saddles, nickel hardware, kluson vintage style tuners, finish aged nocaster blonde, incl. case, strap and certificate, made in USA",Fender Tele Blackguard Thinline Relic,"€5,099",https://www.thomann.de/ie/fender_tele_blackguard_thinline_relic.htm
T-Style. Pine body. Maple neck. Maple fretboard. Fretboard radius: 7.25''. 21 Frets. Scale: 648 mm. Pickups: 2 Amber single coils. 1 Volume and 1 tone controls. Three-way switch. Hardware: Aged nickel. Vintage style Gotoh SDS-510 machine heads. Single-ply black pickguard. Finish: Nitrocellulose Butterscotch Aged. Incl. case. Made in Europe. Electric Guitar,Maybach Teleman T54 Butterscotch,"€1,777",https://www.thomann.de/ie/maybach_teleman_t54_butterscotch.htm
"2020 SUMMER EVENT LTD. Custom shop. Alder body with F-hole. Rift sawn maple neck. Maple fretboard. 60s style oval ""C"" neck profile. 21x 6105 Frets. Scale length: 648 mm. 9.5"" Radius. Nut width: 41.8 mm. Hand-wound Loaded '51 Nocaster Pickup Set. 3-Ply Parchment pickguard. Modern Tele Wiring with 3-way switch. Volume and tone controls. Tele Bridge with RSD tabs. Schaller F-Style machine heads. Nickel hardware. FInish: Champagne Sparkle. Incldues case, strap and certificate. Made in USA. Electric Guitar",Fender 60s Thinline Tele Relic CSP,"€4,799",https://www.thomann.de/ie/fender_60s_thinline_tele_relic_csp.htm
"Fender 1951 Nocaster Aged Nocaster Blonde Super Heavy Relic, 2021 Spring Event LTD, custom shop, electric guitar, lightweight ash body (medium tint), one piece riftsawn maple neck, maple fretboard, 1950 Blackguard (.925""-1.000"") neck shape, 7.27""-9.5"" radius, 21x mediumvintage frets, hand wound ´50-´51 blackguard single coil pickup set, single-ply black bakelite pickguard, 3-way switch,, vintage-style bridge with compensated saddles, vintage-style tuning machines, round string tree, cut ""telecaster"" decal, color: aged/faded nocaster blonde, incl. case and certificate of authenticity, made in USA",Fender 51 Nocaster ANBL Super Relic,"€5,099",https://www.thomann.de/ie/fender_51_nocaster_anbl_super_relic.htm
"Fender 1968 Tele Pink Paisley Relic, Spring Event 2021,Custom Shop, electric guitar, alder body, riftsawn maple neck, round lam maple fretboard, ´60s oval ""C"" neck shape (.850""-.920""), 7.25""-9.5"" radius, 21x 6105 frets, scale 648 mm, nut at width 41,8mm, Custom Shop ´67  tele bridge pickup, twisted tele neck pickup, clear pickguard, modern tele wiring, 3-way switch, Vintage tele bridge, nickel hardware, schaller f-style tuners, finish Pink paisley, incl. case and certificate, made in USA",Fender 68 Tele Pink Paisley Relic,"€4,599",https://www.thomann.de/ie/fender_68_tele_pink_paisley_relic.htm
"One series. Body: Alder. Neck: Roasted maple (satin). Fretboard: Maple. Neck profile: Medium ""C"". Frets: 21x 6105. Fretboard radius: 241 mm (9.5""). Pickups: LSL hand-wound (bridge) and LSL humbucker (neck). Controls: Volume & Tone. Bridge: LSL Standard. Pickguard: Parchment. Vintage tuners. Finish: EFoam green. Includes case. Made in the USA. Serial number: 5083. Electric Guitar",LSL T Bone One EFoam Medium Aged,"€2,444",https://www.thomann.de/ie/lsl_t_bone_one_efoam_medium_aged.htm
"One series. Body: Alder. Neck: Roasted maple with matte finish. Fretboard: Maple. Neck profile: Medium ""C"". Frets: 21x 6105. Fretboard radius: 241 mm (9.5""). Pickups: 2x LSL hand-wound single coils. Controls: Volume & Tone. Pickguard: Mint green. Bridge: LSL Standard. Vintage machine heads. Finish: Medium aged. Colour: Gold. Includes case. Made in the USA. Electric Guitar",LSL T Bone One Gold Aged,"€2,499",https://www.thomann.de/ie/lsl_t_bone_one_gold_aged.htm
"NAMM 2020 Custom Shop Model. Body: Selected alder. Neck: Roasted ""quartersawn"" maple. Fretboard: Rosewood. Neck profile: '60s Style Oval ""C"" (20.0 - 23.6 mm). Double body binding. Scale: 648 mm. Fretboard radius: 241 mm. 21 Frets (6105). Pickup: 2 Handwound Texas Special single coils. 3-Way switch. Modern wiring with Greasebucket. 3-Ply parchment pickguard. Vintage hardware. Finish: Relic. Colour: Aged Silver Sparkle. Case and certificate included. Made in USA. Electric Guitar",Fender 61 Tele Custom ASSPK Relic,"€4,398",https://www.thomann.de/ie/fender_61_tele_custom_asspk_relic.htm
"Fender 1960 Telecaster Rootbeer Flake Journeyman Relic, custom shop, electric guitar, selected alder body, AA-grade quartersawn maple neck, rosewood fretboard (Dalbergia Latifolia), ´60 style oval ""C"" neck shape, 9.5"" radius, 21x narrow tall frets, dot inlays, 2x hand wound ´58 tele pickups,1-ply parchment pickguard, ´58-´63 tele bridge /w steel saddles, vintage tuner, nickel hardware, color: Rootbeer Flake, incl. case & certificate, made in USA",Fender 60 Tele Rootbeer Flake Relic,"€3,885",https://www.thomann.de/ie/fender_60_tele_rootbeer_flake_relic.htm
"Xotic Guitars XTC-1 Alder MN GFY Graffiti Yellow Heavy Aged, electric guitar, alder body, roasted flamed maple neck, rorasted flamed maple fretboard, modern asymetric ""C"" neck profile, 9,5"" radius, dot inlays, 22x 6105 frets, bone ne, nut width: 42,8 mm (1,69""), scale: 648 mm (25,51""), Raw Vintage RV-TE set pickups, 3-ply white pickguard, controls: 1x Volume, 1x Tone, switch: 3-way, Xotic custom bridge /w Raw Vintage brass saddles, hardware finish: chrome, gotoh locking vintage tuner, incl. Case, colour: Graffiti Yellow, made in USA.",Xotic Guitars XTC-1 MN GFY Heavy Aged,"€3,399",https://www.thomann.de/ie/xotic_guitars_xtc_1_mn_gfy_heavy_aged.htm
"Custom Shop model. Body: Alder. Neck: Stained maple. Fretboard: ""Round lam"" rosewood (Dalbergia latifolia). Neck profile: '60s Style oval ""C"" (.820"" - .890""). Fretboard radius: 184 mm (7.25""). Frets: 21x 6105. Pickups: 2x Hand-wound '63 Tele single coils. Pickguard: Mint green. 3-Way toggle switch. Modern Tele wiring. Bridge: RSD Tele. Vintage machine heads. Finish: Relic. Colour: Sea foam green sparkle. Includes Custom Shop case and certificate of authenticity. Electric Guitar",Fender 63 Tele SFG Sparkle Relic,"€4,090",https://www.thomann.de/ie/fender_63_tele_sfg_sparkle_relic.htm
"Xotic Guitars XTC-1 Alder MN SP Shell Pink Heavy Aged, electric guitar, alder body, roasted flamed maple neck, rorasted flamed maple fretboard, modern asymetric ""C"" neck profile, 9,5"" radius, dot inlays, 22x 6105 frets, bone ne, nut width: 42,8 mm (1,69""), scale: 648 mm (25,51""), Raw Vintage RV-TE set pickups, 3-ply white pickguard, controls: 1x Volume, 1x Tone, switch: 3-way, Xotic custom bridge /w Raw Vintage brass saddles, hardware finish: chrome, gotoh locking vintage tuner, incl. Case, colour: Shell Pink, made in USA.",Xotic Guitars XTC-1 MN SP Heavy Aged,"€3,299",https://www.thomann.de/ie/xotic_guitars_xtc_1_mn_sp_heavy_aged.htm
"Xotic Guitars XTC-1 Alder MN SG Surf Green Medium Aged, electric guitar, ash body, AAAAA-grade roasted flamed maple neck,  AAAAA-grade rorasted flamed maple fretboard, modern asymetric ""C"" neck profile, 9,5"" radius, dot inlays, 22x 6105 frets, bone ne, nut width: 42,8 mm (1,69""), scale: 648 mm (25,51""), Raw Vintage RV-TE set pickups, 3-ply white pickguard, controls: 1x Volume, 1x Tone, switch: 3-way, Xotic custom bridge /w Raw Vintage brass saddles, hardware finish: chrome, gotoh locking vintage tuner, incl. Case, colour: Surf Green, made in USA.",Xotic Guitars XTC-1 Ash MN SG Medium Aged,"€3,399",https://www.thomann.de/ie/xotic_guitars_xtc_1_ash_mn_sg_medium_aged.htm
"Body: Alder. Neck: Roasted maple. Roasted maple fretboard. Fretboard radius: 9.5"". Neck profile: Big ""C"". 21 Frets (6105). Pickup: LSL humbucker (neck) and LSL standard tele single coil (bridge). Volume control with push/pull function for coil split. Tone Control. Tortoise pickguard. LSL Cut bridge. Vintage machine heads. Nitrocellulose lacquer. Finish: Medium Aged. Colour: Black. Case included. Made in USA. Electric Guitar",LSL Bad Bone 1 Black Medium Aged,"€2,659",https://www.thomann.de/ie/lsl_bad_bone_1_black_medium_aged.htm
"Fender 1960 Tele Faded/Aged Shell Pink Heavy Relic MBKM, Masterbuilt by Kyle McMillin, Custom Shop, alder body, maple neck, rosewood fretboard (dalbergia latifolia) ´60s style ""C"" (.730""-.930"") neckshape, 9.5"" radius, 21x 6105 frets, 648 mm scale, vintage clay dot inlays, handwound 63 tele single coil pickup set, 3-way switch, modern wiring, shrunk 3-ply parchment pickguard, vintage 3-saddle  tele bridge, nickel hardware, color: Faded/Aged shell pink, incl. case, certificate of authenticity, made in usa",Fender 60 Tele Shell Pink Relic MBKM,"€7,099",https://www.thomann.de/ie/fender_60_tele_shell_pink_relic_mbkm.htm
